500	5000	4	10
44	1	10	268	1	462	0	342	1	386	1	176	1	326	1	44	1	389	1	203	1	418	1	
45	2	10	119	2	452	2	4	2	35	2	23	2	177	2	261	2	396	2	112	2	389	2	
46	3	10	115	3	305	3	251	3	464	3	327	3	471	3	10	3	445	2	227	2	280	3	
47	2	10	49	2	54	2	195	2	444	1	386	2	119	3	27	2	66	2	159	2	88	2	
48	3	10	445	2	67	3	366	3	160	3	217	3	342	3	55	3	447	3	82	2	20	3	
49	1	10	354	1	411	1	495	1	413	1	194	1	193	2	358	1	253	1	263	1	399	3	
50	0	10	419	0	165	0	14	0	4	0	300	0	423	0	141	0	357	0	271	0	428	0	
51	2	10	59	2	292	2	279	2	371	2	285	2	446	2	274	2	296	2	477	1	329	2	
52	3	10	108	3	476	3	87	3	25	1	428	3	497	1	369	3	424	3	168	1	410	3	
53	3	10	108	3	33	3	247	3	402	3	333	3	181	3	352	3	117	3	431	3	279	3	
54	0	10	292	0	223	0	259	0	111	0	445	0	264	2	338	2	23	0	388	0	68	1	
55	1	10	173	1	168	2	18	1	98	3	66	1	465	2	24	1	419	1	99	1	433	1	
56	2	10	436	2	24	0	182	2	461	2	188	2	9	0	84	2	10	2	138	2	0	1	
57	1	10	140	2	356	1	129	1	159	1	142	0	450	3	388	1	184	1	400	1	243	2	
58	1	10	183	1	49	1	72	1	208	2	479	1	353	1	295	0	485	1	80	1	431	1	
59	3	10	378	1	349	3	153	3	33	1	245	3	382	3	27	3	160	3	46	3	461	3	
60	1	10	304	1	212	1	415	1	224	1	163	1	112	1	37	1	407	1	185	1	216	1	
61	3	10	175	3	477	3	130	3	436	3	242	1	400	3	308	3	3	1	348	3	23	2	
62	0	10	71	0	279	2	203	0	294	0	153	0	313	0	136	0	368	0	380	0	222	0	
63	3	10	182	2	141	3	452	1	407	3	38	3	394	1	86	3	375	3	28	3	146	3	
64	1	10	405	1	421	1	4	1	182	1	277	0	135	1	360	1	139	1	173	1	69	1	
65	0	10	237	0	344	3	441	0	298	0	409	0	341	0	244	0	90	0	14	0	434	0	
66	0	10	89	0	438	0	325	0	149	0	356	0	495	0	269	3	174	0	116	3	121	0	
67	0	10	106	1	168	0	285	2	449	0	38	0	5	0	100	0	394	0	374	0	316	0	
68	0	10	68	0	146	0	474	0	282	0	248	0	491	0	164	3	220	0	344	0	356	0	
69	3	10	99	3	461	3	38	1	2	3	6	3	87	3	144	3	410	3	324	3	253	3	
70	3	10	184	3	27	3	430	3	312	3	81	3	11	3	217	3	299	3	370	3	273	3	
71	2	10	61	2	186	2	143	2	359	2	340	2	348	2	470	2	477	2	494	2	239	2	
72	2	10	121	2	472	2	36	2	151	2	273	2	447	0	390	1	110	2	297	2	456	2	
73	1	10	270	1	89	2	376	1	319	1	41	0	370	1	219	1	324	2	279	1	185	1	
74	1	10	499	1	14	1	136	1	216	1	12	1	231	1	318	1	143	1	330	0	137	3	
75	0	10	5	0	262	0	75	2	35	0	299	0	183	0	243	0	25	0	9	3	144	1	
76	1	10	381	1	163	1	276	1	27	1	409	1	194	1	465	1	49	2	342	2	408	1	
77	0	10	356	0	275	1	445	3	138	2	277	3	157	0	420	0	128	0	254	0	416	0	
78	0	10	66	0	13	0	403	0	361	3	172	0	240	0	215	0	461	0	264	2	429	0	
79	2	10	346	2	46	2	497	3	273	2	429	1	308	3	443	0	90	2	329	3	453	3	
80	0	10	424	0	191	0	337	1	440	0	190	0	83	0	482	0	485	2	247	0	227	0	
81	2	10	136	0	347	2	178	1	203	1	64	2	313	3	348	3	430	2	114	2	20	2	
82	2	10	4	2	385	2	276	3	36	2	254	1	311	1	413	2	481	2	186	2	277	2	
83	2	10	37	2	386	2	129	2	284	2	104	2	85	2	121	2	326	2	169	2	102	2	
84	2	10	184	2	499	2	180	2	9	2	455	2	172	2	300	0	432	2	0	2	5	2	
85	3	10	480	3	138	2	305	3	462	3	259	3	20	3	261	3	494	3	74	3	461	3	
86	1	10	283	1	431	1	203	0	491	1	244	1	256	1	206	1	454	1	199	1	110	1	
87	1	10	265	1	145	1	65	1	387	1	335	1	298	1	163	1	351	1	159	1	211	1	
88	3	10	473	0	164	1	155	3	73	3	10	0	208	3	27	3	302	0	123	3	226	2	
89	1	10	336	2	482	1	447	1	103	1	109	1	401	3	494	1	52	1	5	1	419	1	
90	1	10	59	3	155	1	325	1	72	1	139	1	378	1	370	2	253	1	420	1	23	1	
91	3	10	406	3	248	1	121	3	80	3	70	3	398	3	256	3	43	3	325	3	340	0	
92	3	10	181	0	222	3	360	3	18	1	87	3	72	2	358	0	202	3	157	3	171	3	
93	0	10	63	3	95	0	37	0	275	0	90	0	347	0	496	0	179	0	298	0	166	0	
94	1	10	338	1	137	1	90	0	268	3	361	1	53	1	100	1	320	0	258	1	479	1	
95	3	10	252	3	449	3	56	1	178	3	221	3	124	3	265	1	103	3	496	3	349	3	
96	2	10	59	2	395	2	103	2	362	2	110	2	180	2	73	3	128	2	445	2	17	2	
97	1	10	337	1	406	1	348	1	336	2	450	1	308	0	237	1	256	1	80	1	355	1	
98	1	10	396	1	14	1	87	2	475	0	271	1	202	1	239	1	193	1	105	1	487	1	
99	0	10	222	0	471	0	67	0	90	0	197	0	239	0	179	0	29	0	19	0	422	0	
100	2	10	464	0	354	2	480	2	125	2	42	2	385	2	319	2	49	2	361	2	62	2	
101	0	10	71	3	264	0	195	0	279	0	75	0	332	0	315	0	107	0	250	1	399	2	
102	2	10	156	2	178	2	54	0	122	2	392	2	296	2	73	3	163	2	300	2	64	2	
103	1	10	263	1	271	1	6	0	463	1	336	1	196	0	389	1	140	1	139	2	362	1	
104	3	10	320	3	386	3	173	3	315	0	366	3	98	3	224	3	210	0	123	3	369	3	
105	2	10	45	1	328	2	279	3	491	2	423	2	144	2	295	2	256	2	190	2	75	2	
106	3	10	245	3	1	3	175	3	390	3	58	3	190	0	478	3	413	1	374	2	334	3	
107	2	10	477	2	458	2	306	2	497	2	322	2	394	2	83	2	448	2	415	0	482	2	
108	2	10	48	0	128	2	29	2	470	0	165	3	142	3	485	2	161	2	124	2	269	0	
109	1	10	135	1	471	1	308	1	206	1	479	1	481	1	19	1	3	1	101	3	166	1	
110	3	10	148	2	335	1	130	3	101	3	417	3	418	3	278	3	390	3	84	1	372	3	
111	3	10	382	3	151	2	161	3	343	3	318	3	319	3	451	1	240	3	65	3	322	3	
112	1	10	445	1	124	1	431	1	94	1	392	1	70	1	273	1	90	0	286	1	207	3	
113	1	10	236	1	61	2	40	1	479	1	239	1	291	1	285	1	51	3	19	0	106	1	
114	2	10	12	2	262	3	15	2	274	2	134	2	196	1	446	2	212	2	276	2	161	2	
115	3	10	283	3	314	3	449	3	481	3	362	3	1	3	142	3	133	3	158	3	245	3	
116	1	10	32	1	45	1	140	1	442	1	427	3	156	1	374	0	288	1	396	1	444	1	
117	3	10	303	1	20	3	126	3	349	3	94	3	119	3	446	3	42	3	105	3	260	3	
118	2	10	302	2	368	0	301	2	91	2	293	2	236	2	175	2	147	2	180	2	80	2	
119	3	10	193	2	294	3	102	3	114	3	191	3	181	3	239	3	216	3	336	3	310	0	
120	3	10	174	3	492	0	173	3	68	3	62	3	489	3	148	1	155	3	75	1	194	3	
121	1	10	343	1	162	1	35	2	333	1	40	1	232	1	455	1	309	3	62	1	197	1	
122	1	10	207	0	488	1	361	1	210	1	206	1	480	3	356	1	211	1	172	1	404	1	
123	3	10	235	3	48	2	342	3	435	3	116	3	329	3	403	1	107	0	306	3	145	3	
124	0	10	120	0	443	0	437	0	424	0	197	0	168	0	435	1	158	0	461	0	200	0	
125	0	10	353	0	141	0	256	0	326	0	490	0	268	0	233	0	254	0	63	0	466	0	
126	1	10	379	1	99	1	177	1	35	2	495	1	364	2	455	1	354	2	463	1	490	1	
127	0	10	130	0	183	0	14	0	33	0	435	1	455	0	354	0	487	1	244	0	57	0	
128	3	10	295	3	413	3	152	3	351	3	210	3	463	3	112	0	391	3	91	3	160	3	
129	3	10	211	3	378	3	304	3	260	3	96	3	357	3	188	2	62	3	417	0	430	3	
130	2	10	353	2	431	2	45	2	402	2	341	1	24	2	450	2	321	2	85	0	130	2	
131	0	10	11	0	17	0	380	0	9	0	214	0	138	0	36	0	66	0	281	2	155	0	
132	1	10	112	1	302	1	200	1	221	1	335	1	178	1	124	1	354	0	104	1	83	1	
133	1	10	382	1	440	1	351	1	275	0	166	1	415	1	54	3	374	1	236	1	39	0	
134	0	10	102	2	392	0	62	3	91	2	305	0	118	0	264	0	41	0	167	0	419	0	
135	0	10	259	0	339	0	275	0	190	0	419	0	290	0	173	0	13	3	171	0	233	2	
136	2	10	373	2	225	2	245	0	411	2	292	2	371	2	166	2	349	2	339	0	143	2	
137	0	10	445	0	397	0	416	0	9	0	279	0	303	0	219	3	387	0	167	1	424	0	
138	3	10	410	3	373	1	113	3	34	3	120	3	361	3	169	3	480	3	467	3	123	3	
139	0	10	249	0	418	0	148	3	415	0	205	3	62	0	81	0	114	0	344	0	290	0	
140	2	10	50	2	317	2	472	2	67	2	468	2	330	2	319	1	368	2	263	2	122	2	
141	2	10	311	2	47	2	350	2	48	3	211	2	229	3	191	2	128	2	476	2	404	2	
142	1	10	345	1	77	1	380	1	337	1	477	1	416	3	253	1	366	1	218	1	145	1	
143	3	10	497	3	199	3	49	3	2	3	359	3	69	1	71	3	5	3	392	2	353	3	
144	1	10	320	1	273	0	264	3	117	0	78	1	254	1	356	3	174	1	118	1	495	1	
145	1	10	415	1	58	1	306	1	413	2	236	1	412	1	182	1	388	0	168	1	485	1	
146	0	10	144	0	12	0	97	0	56	0	187	0	445	1	59	3	109	0	389	0	54	0	
147	3	10	280	3	95	3	408	3	243	3	481	3	308	3	273	3	130	2	202	3	315	2	
148	0	10	454	0	101	2	358	0	125	0	212	1	102	3	8	0	462	0	26	2	283	0	
149	0	10	481	3	326	0	485	2	332	0	420	3	81	0	113	0	232	0	410	0	201	1	
150	3	10	439	3	291	0	311	3	218	3	392	3	461	3	79	3	328	3	58	1	21	3	
151	3	10	82	3	8	3	433	3	166	2	267	3	139	2	442	3	390	3	207	3	212	3	
152	3	10	192	3	71	3	378	3	339	3	454	3	66	0	47	3	496	3	175	3	368	3	
153	1	10	211	1	182	3	494	2	400	1	489	1	437	3	72	1	415	1	341	1	414	1	
154	1	10	265	1	18	1	325	0	435	1	229	3	371	1	421	1	296	1	243	1	434	1	
155	1	10	12	1	83	1	213	2	164	0	119	1	218	1	158	1	258	1	254	1	19	2	
156	3	10	275	3	134	1	1	3	303	3	39	3	193	3	366	2	488	3	439	3	371	3	
157	0	10	170	0	79	0	100	0	17	0	390	0	440	0	421	1	57	0	118	0	74	2	
158	2	10	415	2	356	1	237	2	492	2	322	2	144	2	122	3	194	2	139	2	493	3	
159	2	10	224	0	474	2	83	2	464	2	470	2	278	2	193	0	367	2	206	3	162	3	
160	0	10	50	0	425	0	35	2	104	0	161	0	40	1	231	0	45	3	334	0	261	0	
161	0	10	482	2	16	3	34	0	272	0	480	0	189	2	484	0	107	0	448	0	382	0	
162	0	10	143	2	309	0	269	2	403	0	347	0	92	0	137	0	341	0	407	0	313	0	
163	3	10	148	3	458	3	466	3	60	2	42	3	260	3	93	3	282	3	191	1	80	3	
164	3	10	216	3	118	3	191	3	367	0	376	3	183	2	65	3	350	3	368	3	40	3	
165	1	10	232	1	107	2	78	1	198	1	302	2	159	1	389	1	356	1	197	1	312	1	
166	3	10	493	3	283	3	378	3	99	3	81	3	100	3	71	3	28	3	438	3	257	3	
167	1	10	198	0	10	1	427	1	209	1	373	1	7	1	103	1	177	1	482	1	392	1	
168	3	10	324	3	286	3	482	3	126	3	491	3	427	1	330	2	484	1	321	3	292	3	
169	2	10	448	2	294	2	82	2	45	2	228	0	267	2	345	2	334	2	202	2	98	0	
170	3	10	454	3	471	3	133	3	389	3	147	3	168	3	148	3	420	0	189	3	179	3	
171	3	10	71	3	292	3	109	3	416	3	303	3	203	3	39	3	260	3	346	3	342	3	
172	0	10	121	0	466	1	326	0	338	0	388	0	448	0	459	1	189	2	313	0	265	0	
173	0	10	54	0	253	0	394	3	464	0	412	1	87	2	129	0	445	0	203	0	23	0	
174	3	10	376	3	416	3	456	3	338	3	298	3	408	3	295	3	264	3	164	3	381	3	
175	3	10	75	3	440	3	482	3	335	3	92	3	204	3	70	3	258	3	61	3	301	3	
176	0	10	483	0	189	3	65	0	373	0	114	0	417	0	16	0	166	2	106	0	467	0	
177	1	10	45	1	124	3	404	1	73	1	426	3	346	1	224	1	189	1	252	1	19	1	
178	2	10	114	3	287	0	302	2	421	0	291	2	285	3	221	2	104	2	192	2	5	2	
179	2	10	140	2	51	3	436	3	245	2	492	2	250	3	290	2	467	2	422	2	339	2	
180	2	10	81	2	211	2	67	2	235	3	89	3	277	2	249	2	92	2	6	2	335	2	
181	3	10	219	3	96	3	226	3	102	1	131	3	427	3	109	3	27	3	73	3	248	1	
182	1	10	319	1	238	1	16	2	35	1	36	1	96	1	429	1	369	1	46	1	41	1	
183	1	10	274	1	90	2	196	2	386	1	378	2	426	1	317	1	239	2	173	1	297	1	
184	2	10	256	2	475	2	392	2	408	2	92	2	178	2	10	2	249	2	106	2	379	2	
185	1	10	314	1	486	1	418	1	234	1	383	1	161	3	164	1	194	1	109	1	419	1	
186	1	10	416	1	316	1	229	1	50	1	95	1	238	1	277	1	11	1	480	0	73	1	
187	0	10	469	0	237	3	487	0	211	0	337	3	128	0	310	0	302	0	17	0	386	0	
188	0	10	147	0	14	0	433	2	216	2	158	3	90	0	329	0	360	0	438	1	43	0	
189	1	10	9	1	477	1	236	1	425	1	149	3	180	1	188	1	153	1	457	1	94	1	
190	1	10	346	0	81	1	127	0	114	3	313	0	393	1	257	0	285	1	491	1	453	1	
191	3	10	55	3	276	3	325	3	21	3	42	3	74	3	154	3	445	3	131	2	105	2	
192	0	10	31	0	138	3	244	0	348	0	116	0	281	0	310	0	401	0	271	2	336	0	
193	1	10	99	0	487	1	150	3	246	1	281	1	70	1	113	1	225	1	3	1	71	1	
194	1	10	229	1	190	1	357	1	39	1	72	1	421	2	3	1	157	1	117	1	18	1	
195	1	10	91	1	264	1	467	1	455	2	389	0	171	2	238	1	230	1	275	1	12	1	
196	3	10	178	3	357	2	296	3	488	3	341	3	495	0	143	3	246	3	212	3	140	3	
197	0	10	135	0	4	0	386	3	399	0	211	0	295	0	397	0	278	0	402	0	438	0	
198	1	10	321	1	429	1	209	1	443	0	192	2	477	3	110	1	88	1	374	1	45	2	
199	1	10	330	1	360	1	420	1	34	1	54	1	87	1	173	1	197	1	417	1	310	3	
200	0	10	179	0	62	1	114	0	352	3	361	0	43	0	178	0	104	0	271	2	366	0	
201	2	10	298	2	264	1	135	2	378	2	262	2	430	3	380	2	38	2	497	2	124	1	
202	3	10	411	3	340	3	290	3	107	3	241	3	206	3	319	3	413	3	63	3	69	3	
203	1	10	103	3	309	1	371	1	140	1	450	0	425	1	248	1	36	0	17	3	179	1	
204	1	10	355	1	289	1	333	1	57	1	202	1	179	1	180	1	434	1	427	1	131	1	
205	2	10	449	2	196	2	419	2	297	2	208	2	218	2	199	2	200	2	236	2	413	1	
206	3	10	259	3	112	3	380	3	376	2	397	3	121	3	379	3	98	3	246	3	205	1	
207	1	10	236	1	334	1	134	1	80	1	278	1	37	1	326	0	245	1	274	0	333	1	
208	0	10	150	0	71	0	485	0	410	0	0	1	320	0	21	0	70	2	93	0	271	0	
209	2	10	143	2	338	0	171	2	248	2	325	2	23	2	235	2	348	1	152	0	304	2	
210	3	10	336	3	395	2	219	3	378	2	196	3	272	3	311	3	134	3	215	3	305	3	
211	0	10	235	0	261	0	305	0	469	0	300	0	180	0	437	0	74	0	413	0	358	0	
212	3	10	398	3	33	3	317	3	490	3	2	3	49	3	122	3	200	3	206	3	268	3	
213	2	10	230	2	271	2	460	1	54	2	310	2	85	2	74	2	177	1	21	2	276	0	
214	2	10	86	2	200	2	438	2	94	1	46	1	470	2	407	2	242	2	211	2	280	2	
215	2	10	463	2	168	2	10	1	121	2	256	2	7	2	188	2	139	2	170	2	177	2	
216	1	10	485	2	369	2	479	1	10	1	5	3	71	1	321	1	131	1	376	1	143	3	
217	3	10	91	2	115	3	197	3	222	3	304	2	398	1	381	1	483	0	493	3	481	3	
218	2	10	391	2	211	2	260	0	308	2	89	2	165	1	267	0	277	2	409	1	315	2	
219	0	10	467	0	376	0	187	0	58	3	332	3	157	1	485	0	306	0	103	0	277	0	
220	0	10	62	0	338	2	148	0	178	3	460	3	225	3	97	0	59	0	272	0	105	0	
221	3	10	341	0	463	0	167	3	390	3	34	0	355	3	499	3	461	3	420	3	309	3	
222	3	10	350	3	386	1	73	3	95	3	449	3	148	3	472	3	26	3	473	3	137	2	
223	1	10	43	1	228	1	430	1	402	1	74	1	496	1	142	1	95	1	287	1	328	1	
224	0	10	342	0	292	0	53	0	214	0	125	0	318	0	419	0	487	0	421	0	260	0	
225	3	10	210	3	386	3	124	3	395	3	409	3	173	3	377	0	196	3	236	3	94	3	
226	0	10	170	0	114	0	462	0	118	1	55	0	122	2	443	0	222	0	430	0	324	0	
227	0	10	174	0	77	0	184	0	17	0	469	0	74	0	483	0	2	0	47	0	209	0	
228	1	10	76	1	325	1	177	1	174	1	20	1	316	1	496	1	293	1	134	1	304	0	
229	1	10	114	1	261	1	47	1	466	1	485	1	364	1	57	1	458	1	139	2	317	1	
230	2	10	473	2	184	2	437	2	277	2	54	3	242	2	216	2	62	2	344	2	260	2	
231	3	10	273	2	281	3	34	3	38	3	223	2	296	3	407	3	454	3	335	3	475	3	
232	3	10	493	3	261	3	18	3	153	3	124	3	463	3	42	3	128	3	498	3	72	3	
233	2	10	130	2	159	1	116	2	95	2	33	2	37	2	436	1	327	0	363	0	498	2	
234	1	10	351	3	280	1	286	1	249	2	46	3	295	1	301	1	310	1	246	2	153	1	
235	0	10	224	0	211	0	490	0	303	0	112	0	353	0	421	1	3	0	362	0	199	0	
236	2	10	195	2	234	2	248	2	187	2	109	2	365	2	188	2	320	2	438	2	28	2	
237	3	10	28	2	161	3	118	3	482	3	457	3	152	0	138	3	92	3	21	3	407	3	
238	1	10	197	1	91	1	194	3	52	0	133	1	220	1	451	1	21	1	396	0	469	1	
239	3	10	109	1	52	3	81	3	352	3	27	3	478	3	245	3	9	3	426	3	453	3	
240	1	10	264	1	487	0	218	3	304	1	398	0	343	1	112	1	367	1	341	1	180	1	
241	1	10	426	1	80	1	108	0	344	1	54	1	455	1	222	1	115	1	153	1	288	0	
242	2	10	27	2	238	2	441	2	359	2	476	2	208	1	497	2	392	2	202	2	175	2	
243	2	10	347	0	74	2	445	2	222	2	422	2	271	2	226	2	493	2	35	2	256	2	
244	0	10	161	0	373	0	286	0	137	0	21	3	177	0	221	0	167	0	385	0	253	0	
245	3	10	482	3	110	3	212	3	189	3	184	3	201	3	1	1	436	3	335	3	61	3	
246	2	10	149	2	441	2	492	2	29	2	88	2	349	2	345	2	83	3	265	2	159	2	
247	3	10	404	3	22	1	123	3	396	3	115	3	381	3	481	3	23	3	361	3	51	3	
248	0	10	387	0	420	0	144	1	173	0	141	1	149	0	81	0	495	0	338	0	415	0	
249	1	10	75	2	241	1	276	2	298	1	315	1	146	1	338	1	226	1	193	1	73	0	
250	0	10	197	2	22	0	364	0	190	0	203	0	236	3	90	0	101	3	458	0	235	0	
251	2	10	192	2	394	2	437	2	466	2	97	3	72	2	180	2	96	2	86	2	324	2	
252	3	10	347	3	324	3	108	3	483	3	411	0	104	3	375	3	311	1	387	3	362	3	
253	2	10	62	2	456	1	408	3	293	2	27	2	37	2	392	2	206	2	354	2	158	2	
254	0	10	481	0	191	0	204	0	461	0	356	0	490	3	293	1	247	0	236	1	345	0	
255	3	10	102	3	71	0	68	3	239	3	176	3	329	3	205	3	260	3	343	1	444	2	
256	1	10	114	1	242	1	394	1	463	1	380	1	357	1	413	1	387	3	499	3	70	0	
257	3	10	243	3	430	3	363	0	234	3	371	0	441	3	189	3	267	3	180	3	31	3	
258	0	10	207	0	374	0	448	0	345	0	181	0	391	0	364	0	224	0	400	0	55	0	
259	1	10	36	1	168	1	25	1	309	2	234	1	324	1	100	1	473	0	182	1	435	1	
260	3	10	117	0	379	3	337	3	198	1	52	1	288	1	24	3	180	3	215	2	441	3	
261	3	10	368	3	263	3	463	3	189	3	13	3	272	3	361	3	462	3	126	3	431	3	
262	0	10	405	0	275	2	385	0	445	0	242	0	47	0	375	0	228	0	139	0	236	0	
263	1	10	475	3	84	3	189	1	433	2	178	1	365	1	397	1	180	1	434	1	293	1	
264	1	10	74	1	276	1	222	1	451	1	193	0	444	1	437	0	472	3	105	0	1	1	
265	0	10	476	0	67	0	68	2	26	0	431	0	41	0	206	0	459	0	377	0	203	0	
266	0	10	147	0	86	0	115	0	280	0	365	0	328	0	113	0	286	0	433	0	442	3	
267	3	10	54	3	9	3	330	3	234	3	300	3	99	3	244	1	38	3	405	3	56	3	
268	3	10	491	3	31	3	185	3	336	3	108	3	204	0	420	3	466	3	425	3	111	3	
269	0	10	127	0	179	0	411	0	217	0	82	0	160	0	305	0	396	0	338	0	274	0	
270	2	10	321	2	350	2	318	2	267	2	369	2	263	2	476	0	405	3	425	2	122	2	
271	3	10	317	1	185	3	171	3	278	3	358	3	84	3	405	1	172	1	125	3	72	3	
272	3	10	232	0	181	3	125	3	421	3	283	3	176	3	337	3	87	1	228	1	290	3	
273	0	10	354	0	31	0	148	0	288	0	10	3	176	0	7	0	458	0	54	0	191	2	
274	2	10	28	2	480	2	150	2	64	2	136	2	99	2	314	1	197	2	98	2	313	2	
275	2	10	57	2	258	2	50	2	136	2	203	2	497	2	162	1	498	2	470	2	363	2	
276	2	10	150	2	40	2	35	1	58	2	490	2	316	2	237	2	82	2	327	2	68	1	
277	3	10	104	3	167	1	96	3	215	3	8	1	236	3	466	3	52	3	365	3	364	3	
278	3	10	263	2	244	3	442	3	11	3	207	3	7	3	323	3	98	1	379	3	74	3	
279	2	10	51	1	273	2	22	2	406	2	274	2	223	2	412	2	29	2	283	3	389	0	
280	0	10	9	0	200	0	486	0	46	3	115	0	313	0	96	0	86	0	232	0	262	0	
281	0	10	221	0	127	0	302	3	306	0	164	0	355	0	426	0	256	0	105	1	108	0	
282	2	10	244	2	353	2	216	1	473	2	147	2	295	3	297	2	153	0	26	2	390	2	
283	0	10	234	0	396	0	416	0	406	0	245	1	2	0	339	0	157	0	310	0	206	0	
284	2	10	49	2	337	3	430	2	276	2	438	2	225	1	459	2	285	2	236	2	369	3	
285	2	10	228	2	207	2	250	2	100	2	346	2	50	2	499	2	462	0	116	2	421	2	
286	2	10	370	2	114	2	473	2	170	3	191	1	90	2	481	2	229	2	364	2	340	2	
287	1	10	233	1	95	1	151	1	490	1	50	1	108	1	69	1	274	1	138	1	326	1	
288	3	10	347	3	264	3	151	3	409	3	62	2	493	3	269	3	38	3	467	3	388	3	
289	1	10	112	1	333	1	275	1	389	1	28	1	41	1	339	1	49	1	298	1	224	1	
290	1	10	413	1	168	3	93	1	278	1	375	1	465	1	64	1	252	2	87	1	201	1	
291	3	10	53	3	18	3	156	1	468	3	418	3	252	3	380	3	369	0	16	3	216	3	
292	2	10	184	2	286	2	194	0	86	0	405	2	486	2	298	2	399	2	470	1	134	2	
293	3	10	157	3	122	3	274	3	361	3	93	3	383	3	173	1	210	3	107	0	331	3	
294	1	10	335	1	147	1	479	1	318	1	329	1	134	1	424	1	40	1	372	1	218	2	
295	2	10	432	2	61	2	155	2	347	3	131	2	52	1	170	2	6	2	213	2	150	0	
296	0	10	101	1	240	0	395	3	267	0	94	0	119	0	143	2	14	0	0	0	350	0	
